payment_id,order_id,payment_method,payment_amount,payment_status
PAY01047,ORD01047,Net Banking,2576.34,Paid
PAY01048,ORD01048,Debit Card,135854.17,Paid
PAY01049,ORD01049,Debit Card,77152.58,Paid
PAY01050,ORD01050,UPI,12443.14,Paid
PAY01051,ORD01051,Credit Card,38014.19,Paid
PAY01052,ORD01052,Credit Card,53219.51,Paid
PAY01053,ORD01053,Cash on Delivery,67630.61,Paid
PAY01054,ORD01054,Credit Card,106590.02,Paid
PAY01055,ORD01055,Debit Card,16521.49,Paid
PAY01056,ORD01056,Credit Card,98389.47,Paid
PAY01057,ORD01057,UPI,79841.37,Paid
PAY01058,ORD01058,UPI,135142.84,Paid
PAY01059,ORD01059,Credit Card,30190.16,Paid
PAY01060,ORD01060,Credit Card,23993.3,Paid
PAY01061,ORD01061,Credit Card,16917.09,Paid
PAY01062,ORD01062,Debit Card,41761.19,Paid
PAY01063,ORD01063,Debit Card,2859.83,Failed
PAY01064,ORD01064,UPI,50727.89,Paid
PAY01065,ORD01065,Cash on Delivery,35685.26,Paid
PAY01066,ORD01066,Net Banking,58198.37,Failed
PAY01067,ORD01067,Debit Card,28602.2,Paid
PAY01068,ORD01068,Debit Card,18299.57,Paid
PAY01069,ORD01069,Cash on Delivery,51889.29,Paid
PAY01070,ORD01070,UPI,41591.95,Paid
PAY01071,ORD01071,UPI,15796.33,Paid
PAY01072,ORD01072,Net Banking,43768.74,Paid
PAY01073,ORD01073,Cash on Delivery,40815.65,Paid
PAY01074,ORD01074,UPI,27940.48,Paid
PAY01075,ORD01075,UPI,35694.73,Paid
PAY01076,ORD01076,Debit Card,51801.46,Paid
PAY01077,ORD01077,Credit Card,54710.68,Paid
PAY01078,ORD01078,Credit Card,44707.26,Paid
PAY01079,ORD01079,UPI,25287.3,Paid
PAY01080,ORD01080,Net Banking,14776.39,Paid
PAY01081,ORD01081,Debit Card,88479.32,Paid
PAY01082,ORD01082,Cash on Delivery,39158.95,Paid
PAY01083,ORD01083,Debit Card,38809.54,Paid
PAY01084,ORD01084,UPI,49559.25,Paid
PAY01085,ORD01085,Cash on Delivery,90933.28,Paid
PAY01086,ORD01086,Net Banking,63674.75,Paid
PAY01087,ORD01087,Debit Card,103560.14,Failed
PAY01088,ORD01088,UPI,27929.47,Paid
PAY01089,ORD01089,Credit Card,149265.42,Paid
PAY01090,ORD01090,UPI,25983.03,Paid
PAY01091,ORD01091,Debit Card,46250.29,Paid
PAY01092,ORD01092,UPI,25058.06,Paid
PAY01093,ORD01093,Cash on Delivery,34703.43,Paid
PAY01094,ORD01094,UPI,97455.8,Paid
PAY01095,ORD01095,Net Banking,18290.42,Paid
PAY01096,ORD01096,Net Banking,30698.41,Paid
PAY01097,ORD01097,Net Banking,165798.48,Paid
PAY01098,ORD01098,Credit Card,18713.5,Paid
PAY01099,ORD01099,UPI,25819.94,Paid
PAY01100,ORD01100,Net Banking,31004.32,Paid
PAY01101,ORD01101,Credit Card,49821.98,Paid
PAY01102,ORD01102,Cash on Delivery,48516.88,Paid
PAY01103,ORD01103,Credit Card,39626.22,Paid
PAY01104,ORD01104,UPI,84837.1,Paid
PAY01105,ORD01105,UPI,7074.24,Paid
PAY01106,ORD01106,Cash on Delivery,37673.41,Paid
PAY01107,ORD01107,UPI,70585.06,Paid
PAY01108,ORD01108,Cash on Delivery,86137.39,Paid
PAY01109,ORD01109,UPI,38876.67,Paid
PAY01110,ORD01110,Credit Card,12575.35,Paid
PAY01111,ORD01111,UPI,83661.49,Paid
PAY01112,ORD01112,Cash on Delivery,37713.52,Paid
PAY01113,ORD01113,Debit Card,83989.93,Paid
PAY01114,ORD01114,UPI,87293.67,Paid
PAY01115,ORD01115,Debit Card,50950.27,Failed
PAY01116,ORD01116,Net Banking,3598.88,Paid
PAY01117,ORD01117,Net Banking,197578.91,Paid
PAY01118,ORD01118,UPI,31851.4,Paid
PAY01119,ORD01119,UPI,29940.77,Paid
PAY01120,ORD01120,Credit Card,60446.54,Paid
PAY01121,ORD01121,Net Banking,47731.52,Paid
PAY01122,ORD01122,Credit Card,50510.6,Paid
PAY01123,ORD01123,Credit Card,26596.01,Paid
PAY01124,ORD01124,Cash on Delivery,26642.96,Paid
PAY01125,ORD01125,Credit Card,11476.4,Paid
PAY01126,ORD01126,Net Banking,12395.7,Failed
PAY01127,ORD01127,Cash on Delivery,219547.62,Paid
PAY01128,ORD01128,Net Banking,42906.87,Paid
PAY01129,ORD01129,Cash on Delivery,69801.09,Paid
PAY01130,ORD01130,UPI,52950.44,Paid
PAY01131,ORD01131,UPI,34322.66,Paid
PAY01132,ORD01132,Credit Card,194458.47,Paid
PAY01133,ORD01133,Net Banking,37453.45,Paid
PAY01134,ORD01134,UPI,38492.17,Paid
PAY01135,ORD01135,UPI,120240.86,Paid
PAY01136,ORD01136,UPI,27599.16,Paid
PAY01137,ORD01137,Debit Card,139491.8,Failed
PAY01138,ORD01138,Net Banking,27603.39,Paid
PAY01139,ORD01139,Credit Card,136388.22,Paid
PAY01140,ORD01140,UPI,40345.84,Paid
PAY01141,ORD01141,UPI,82954.5,Paid
PAY01142,ORD01142,UPI,15548.51,Paid
PAY01143,ORD01143,UPI,11129.21,Paid
PAY01144,ORD01144,UPI,12983.93,Paid
PAY01145,ORD01145,Net Banking,31608.15,Paid
PAY01146,ORD01146,Cash on Delivery,36637.23,Paid
PAY01147,ORD01147,UPI,90049.99,Paid
PAY01148,ORD01148,Credit Card,50211.22,Paid
PAY01149,ORD01149,Credit Card,5438.66,Paid
PAY01150,ORD01150,Cash on Delivery,28564.43,Paid
PAY01151,ORD01151,Cash on Delivery,33660.49,Paid
PAY01152,ORD01152,Net Banking,152083.1,Paid
PAY01153,ORD01153,UPI,156650.51,Paid
PAY01154,ORD01154,Credit Card,16222.95,Paid
PAY01155,ORD01155,UPI,34623.51,Paid
PAY01156,ORD01156,Net Banking,141483.59,Paid
PAY01157,ORD01157,Credit Card,23745.31,Paid
PAY01158,ORD01158,Net Banking,64415.1,Paid
PAY01159,ORD01159,Credit Card,88901.98,Paid
PAY01160,ORD01160,Cash on Delivery,7093.03,Paid
PAY01161,ORD01161,Debit Card,21986.7,Paid
PAY01162,ORD01162,Credit Card,40868.67,Paid
PAY01163,ORD01163,UPI,39000.87,Paid
PAY01164,ORD01164,Cash on Delivery,12388.55,Paid
PAY01165,ORD01165,UPI,161054.61,Paid
PAY01166,ORD01166,UPI,35405.25,Paid
PAY01167,ORD01167,Credit Card,13689.9,Paid
PAY01168,ORD01168,UPI,1074.93,Paid
PAY01169,ORD01169,Debit Card,136033.44,Paid
PAY01170,ORD01170,Credit Card,31400.47,Paid
PAY01171,ORD01171,Debit Card,51229.54,Paid
PAY01172,ORD01172,Credit Card,24157.26,Paid
PAY01173,ORD01173,Net Banking,62048.17,Paid
PAY01174,ORD01174,UPI,98693.05,Paid
PAY01175,ORD01175,UPI,35273.75,Paid
PAY01176,ORD01176,UPI,5482.82,Paid
PAY01177,ORD01177,Debit Card,90799.97,Paid
PAY01178,ORD01178,Credit Card,79397.57,Paid
PAY01179,ORD01179,UPI,6419.73,Paid
PAY01180,ORD01180,Net Banking,41456.52,Paid
PAY01181,ORD01181,Cash on Delivery,32865.75,Paid
PAY01182,ORD01182,Credit Card,3422.38,Paid
PAY01183,ORD01183,UPI,45371.37,Paid
PAY01184,ORD01184,Credit Card,69184.55,Paid
PAY01185,ORD01185,Cash on Delivery,36556.91,Paid
PAY01186,ORD01186,UPI,12798.04,Paid
PAY01187,ORD01187,Credit Card,14538.6,Paid
PAY01188,ORD01188,Debit Card,68233.13,Paid
PAY01189,ORD01189,Credit Card,30584.26,Paid
PAY01190,ORD01190,UPI,116517.56,Paid
PAY01191,ORD01191,Credit Card,16902.34,Paid
PAY01192,ORD01192,Net Banking,30892.21,Paid
PAY01193,ORD01193,Credit Card,25418.93,Paid
PAY01194,ORD01194,Net Banking,67608.07,Paid
PAY01195,ORD01195,Cash on Delivery,37643.15,Failed
PAY01196,ORD01196,UPI,27803.85,Paid
PAY01197,ORD01197,Credit Card,21363.75,Failed
PAY01198,ORD01198,Debit Card,94396.83,Paid
PAY01199,ORD01199,Net Banking,17509.68,Paid
PAY01200,ORD01200,Debit Card,60752.02,Paid
PAY01201,ORD01201,UPI,76525.43,Paid
PAY01202,ORD01202,Credit Card,15247.06,Paid
PAY01203,ORD01203,UPI,29384.79,Paid
PAY01204,ORD01204,UPI,18857.5,Paid
PAY01205,ORD01205,UPI,21701.38,Paid
PAY01206,ORD01206,Credit Card,19055.62,Paid
PAY01207,ORD01207,Net Banking,35847.22,Paid
PAY01208,ORD01208,Cash on Delivery,43967.91,Paid
PAY01209,ORD01209,Cash on Delivery,1163.84,Paid
PAY01210,ORD01210,UPI,26652.62,Paid
PAY01211,ORD01211,UPI,3782.66,Paid
PAY01212,ORD01212,Credit Card,63865.53,Paid
PAY01213,ORD01213,Debit Card,25576.26,Paid
PAY01214,ORD01214,Cash on Delivery,76487.18,Paid
PAY01215,ORD01215,Cash on Delivery,43268.62,Paid
PAY01216,ORD01216,Debit Card,77158.47,Paid
PAY01217,ORD01217,Cash on Delivery,118853.36,Paid
PAY01218,ORD01218,UPI,84840.93,Paid
PAY01219,ORD01219,Debit Card,115787.71,Paid
PAY01220,ORD01220,Credit Card,106083.94,Failed
PAY01221,ORD01221,UPI,17051.27,Paid
PAY01222,ORD01222,Debit Card,74308.33,Paid
PAY01223,ORD01223,Cash on Delivery,27779.82,Paid
PAY01224,ORD01224,Credit Card,68319.68,Paid
PAY01225,ORD01225,UPI,6583.56,Paid
PAY01226,ORD01226,Credit Card,24339.18,Paid
PAY01227,ORD01227,Net Banking,14391.01,Paid
PAY01228,ORD01228,UPI,77820.79,Paid
PAY01229,ORD01229,Cash on Delivery,7534.3,Paid
PAY01230,ORD01230,Credit Card,44243.32,Paid
PAY01231,ORD01231,UPI,115818.17,Paid
PAY01232,ORD01232,Net Banking,2932.14,Paid
PAY01233,ORD01233,Debit Card,13226.47,Paid
PAY01234,ORD01234,Cash on Delivery,105817.82,Paid
PAY01235,ORD01235,UPI,12672.65,Paid
PAY01236,ORD01236,UPI,33229.21,Paid
PAY01237,ORD01237,UPI,84705.69,Failed
PAY01238,ORD01238,Cash on Delivery,32755.53,Paid
PAY01239,ORD01239,UPI,45343.24,Paid
PAY01240,ORD01240,Credit Card,57118.24,Paid
PAY01241,ORD01241,Debit Card,3233.51,Paid
PAY01242,ORD01242,Net Banking,25533.26,Paid
PAY01243,ORD01243,Credit Card,51669.67,Paid
PAY01244,ORD01244,Debit Card,63321.89,Paid
PAY01245,ORD01245,Debit Card,59939.85,Failed
PAY01246,ORD01246,Credit Card,39820.67,Paid
PAY01247,ORD01247,Debit Card,16723.51,Paid
PAY01248,ORD01248,Cash on Delivery,33961.19,Paid
PAY01249,ORD01249,Credit Card,45505.66,Paid
PAY01250,ORD01250,UPI,5758.89,Paid
PAY01251,ORD01251,UPI,98062.79,Paid
PAY01252,ORD01252,Net Banking,48084.98,Paid
PAY01253,ORD01253,UPI,101137.23,Paid
PAY01254,ORD01254,Cash on Delivery,39260.42,Paid
PAY01255,ORD01255,Debit Card,18953.32,Paid
PAY01256,ORD01256,Cash on Delivery,159274.63,Paid
PAY01257,ORD01257,UPI,24260.47,Paid
PAY01258,ORD01258,Credit Card,29826.75,Paid
PAY01259,ORD01259,Credit Card,37705.02,Paid
PAY01260,ORD01260,Credit Card,30711.22,Paid
PAY01261,ORD01261,Credit Card,25817.9,Paid
PAY01262,ORD01262,Credit Card,42677.67,Failed
PAY01263,ORD01263,UPI,6587.33,Paid
PAY01264,ORD01264,Credit Card,43945.01,Paid
PAY01265,ORD01265,Debit Card,11405.79,Paid
PAY01266,ORD01266,Net Banking,39687.69,Failed
PAY01267,ORD01267,UPI,113440.95,Paid
PAY01268,ORD01268,Debit Card,35305.35,Paid
PAY01269,ORD01269,UPI,19326.0,Paid
PAY01270,ORD01270,Credit Card,58644.76,Paid
PAY01271,ORD01271,Debit Card,30183.31,Paid
PAY01272,ORD01272,Net Banking,148941.1,Paid
PAY01273,ORD01273,Debit Card,87301.69,Paid
PAY01274,ORD01274,UPI,26008.3,Paid
PAY01275,ORD01275,Debit Card,6762.01,Paid
PAY01276,ORD01276,Net Banking,71408.36,Paid
PAY01277,ORD01277,UPI,38405.47,Paid
PAY01278,ORD01278,Credit Card,65448.13,Paid
PAY01279,ORD01279,Credit Card,45210.49,Paid
PAY01280,ORD01280,UPI,99141.64,Paid
PAY01281,ORD01281,Cash on Delivery,4382.14,Paid
PAY01282,ORD01282,UPI,24165.62,Paid
PAY01283,ORD01283,UPI,31715.46,Paid
PAY01284,ORD01284,UPI,3063.99,Failed
PAY01285,ORD01285,Credit Card,30882.15,Paid
PAY01286,ORD01286,Debit Card,50613.7,Paid
PAY01287,ORD01287,UPI,41953.64,Paid
PAY01288,ORD01288,Net Banking,20692.01,Paid
PAY01289,ORD01289,Debit Card,3858.77,Paid
PAY01290,ORD01290,Cash on Delivery,193464.68,Paid
PAY01291,ORD01291,Credit Card,1286.16,Paid
PAY01292,ORD01292,Cash on Delivery,29307.76,Paid
PAY01293,ORD01293,Debit Card,33736.84,Paid
PAY01294,ORD01294,Credit Card,188542.89,Paid
PAY01295,ORD01295,Debit Card,14495.47,Paid
PAY01296,ORD01296,UPI,21833.68,Paid
PAY01297,ORD01297,UPI,47137.1,Paid
PAY01298,ORD01298,Credit Card,13318.8,Paid
PAY01299,ORD01299,UPI,28869.04,Paid
PAY01300,ORD01300,Credit Card,33603.63,Paid
PAY01301,ORD01301,Debit Card,2537.32,Paid
PAY01302,ORD01302,Debit Card,12360.34,Paid
PAY01303,ORD01303,UPI,36614.76,Paid
PAY01304,ORD01304,UPI,10876.13,Paid
PAY01305,ORD01305,Cash on Delivery,55619.45,Paid
PAY01306,ORD01306,Cash on Delivery,124803.18,Paid
PAY01307,ORD01307,Net Banking,118517.22,Paid
PAY01308,ORD01308,Credit Card,19089.42,Paid
PAY01309,ORD01309,Credit Card,44208.82,Paid
PAY01310,ORD01310,Debit Card,77921.02,Paid
PAY01311,ORD01311,Credit Card,38234.28,Paid
PAY01312,ORD01312,UPI,33269.52,Paid
PAY01313,ORD01313,Net Banking,78532.11,Paid
PAY01314,ORD01314,Cash on Delivery,2891.48,Paid
PAY01315,ORD01315,UPI,62235.09,Paid
PAY01316,ORD01316,Credit Card,74876.94,Paid
PAY01317,ORD01317,Debit Card,79325.46,Paid
PAY01318,ORD01318,UPI,16076.58,Paid
PAY01319,ORD01319,UPI,17445.84,Paid
PAY01320,ORD01320,UPI,13490.51,Paid
PAY01321,ORD01321,UPI,45005.22,Paid
PAY01322,ORD01322,Credit Card,18950.98,Paid
PAY01323,ORD01323,Debit Card,21738.95,Paid
PAY01324,ORD01324,Debit Card,42218.65,Paid
PAY01325,ORD01325,UPI,19107.6,Paid
PAY01326,ORD01326,Credit Card,24156.79,Paid
PAY01327,ORD01327,UPI,89317.51,Paid
PAY01328,ORD01328,Net Banking,47427.03,Paid
PAY01329,ORD01329,UPI,5526.26,Paid
PAY01330,ORD01330,UPI,113859.57,Paid
PAY01331,ORD01331,UPI,7363.49,Paid
PAY01332,ORD01332,UPI,24761.06,Paid
PAY01333,ORD01333,UPI,79664.77,Paid
PAY01334,ORD01334,Cash on Delivery,7158.49,Paid
PAY01335,ORD01335,UPI,94368.84,Paid
PAY01336,ORD01336,Debit Card,153973.03,Failed
PAY01337,ORD01337,UPI,41570.91,Paid
PAY01338,ORD01338,Credit Card,53994.71,Paid
PAY01339,ORD01339,Net Banking,63235.62,Paid
PAY01340,ORD01340,UPI,21498.02,Paid
PAY01341,ORD01341,UPI,47454.86,Paid
PAY01342,ORD01342,Net Banking,142020.56,Paid
PAY01343,ORD01343,UPI,14946.02,Paid
PAY01344,ORD01344,Cash on Delivery,25493.31,Paid
PAY01345,ORD01345,Net Banking,23050.22,Paid
PAY01346,ORD01346,UPI,19073.96,Paid
PAY01347,ORD01347,Credit Card,107708.17,Paid
PAY01348,ORD01348,UPI,31945.89,Paid
PAY01349,ORD01349,Credit Card,163377.07,Paid
PAY01350,ORD01350,UPI,34806.54,Paid
PAY01351,ORD01351,Debit Card,51110.13,Paid
PAY01352,ORD01352,Debit Card,31664.39,Paid
PAY01353,ORD01353,Credit Card,43747.72,Paid
PAY01354,ORD01354,UPI,37706.59,Paid
PAY01355,ORD01355,UPI,6785.42,Paid
PAY01356,ORD01356,UPI,82430.64,Paid
PAY01357,ORD01357,Cash on Delivery,207972.29,Paid
PAY01358,ORD01358,Net Banking,20576.04,Paid
PAY01359,ORD01359,Net Banking,29211.8,Paid
PAY01360,ORD01360,Credit Card,79398.62,Paid
PAY01361,ORD01361,Credit Card,47768.12,Paid
PAY01362,ORD01362,UPI,129544.18,Paid
PAY01363,ORD01363,Credit Card,124882.88,Paid
PAY01364,ORD01364,Net Banking,88526.4,Paid
PAY01365,ORD01365,UPI,31412.87,Paid
PAY01366,ORD01366,UPI,16303.64,Paid
PAY01367,ORD01367,UPI,2606.62,Paid
PAY01368,ORD01368,UPI,36180.48,Paid
PAY01369,ORD01369,UPI,14420.38,Paid
PAY01370,ORD01370,Credit Card,29969.03,Paid
PAY01371,ORD01371,UPI,40880.02,Paid
PAY01372,ORD01372,Net Banking,1105.91,Paid
PAY01373,ORD01373,Debit Card,38725.35,Paid
PAY01374,ORD01374,UPI,120428.9,Paid
PAY01375,ORD01375,Debit Card,47435.36,Paid
PAY01376,ORD01376,UPI,42689.49,Paid
PAY01377,ORD01377,Debit Card,15047.61,Paid
PAY01378,ORD01378,Credit Card,1918.71,Paid
PAY01379,ORD01379,Debit Card,176875.35,Paid
PAY01380,ORD01380,UPI,65722.89,Paid
PAY01381,ORD01381,Net Banking,48713.64,Paid
PAY01382,ORD01382,UPI,13889.73,Paid
PAY01383,ORD01383,UPI,127177.08,Paid
PAY01384,ORD01384,UPI,112032.54,Paid
PAY01385,ORD01385,Credit Card,31460.43,Paid
PAY01386,ORD01386,Debit Card,7182.65,Paid
PAY01387,ORD01387,UPI,23436.29,Paid
PAY01388,ORD01388,UPI,13187.15,Paid
PAY01389,ORD01389,Cash on Delivery,68869.91,Paid
PAY01390,ORD01390,UPI,26884.62,Paid
PAY01391,ORD01391,UPI,17306.9,Paid
PAY01392,ORD01392,Cash on Delivery,42257.79,Paid
PAY01393,ORD01393,Debit Card,55481.09,Failed
PAY01394,ORD01394,UPI,29112.14,Paid
PAY01395,ORD01395,UPI,99098.8,Paid
PAY01396,ORD01396,Credit Card,39698.58,Paid
PAY01397,ORD01397,Credit Card,65153.11,Paid
PAY01398,ORD01398,UPI,26865.12,Paid
PAY01399,ORD01399,UPI,92219.03,Paid
PAY01400,ORD01400,Cash on Delivery,25108.72,Paid
PAY01401,ORD01401,Debit Card,48512.47,Paid
PAY01402,ORD01402,Credit Card,106960.98,Paid
PAY01403,ORD01403,Credit Card,43482.85,Paid
PAY01404,ORD01404,Net Banking,38315.07,Paid
PAY01405,ORD01405,UPI,158560.29,Paid
PAY01406,ORD01406,UPI,13772.64,Paid
PAY01407,ORD01407,UPI,59473.02,Paid
PAY01408,ORD01408,Credit Card,101397.01,Paid
PAY01409,ORD01409,Credit Card,35900.73,Paid
PAY01410,ORD01410,Credit Card,6010.7,Paid
PAY01411,ORD01411,Net Banking,64339.16,Paid
PAY01412,ORD01412,UPI,44965.2,Paid
PAY01413,ORD01413,Debit Card,37291.11,Paid
PAY01414,ORD01414,UPI,167717.23,Paid
PAY01415,ORD01415,Debit Card,63731.14,Paid
PAY01416,ORD01416,Debit Card,11469.93,Paid
PAY01417,ORD01417,Debit Card,35702.39,Paid
PAY01418,ORD01418,UPI,39678.13,Paid
PAY01419,ORD01419,UPI,4193.57,Paid
PAY01420,ORD01420,Debit Card,44883.08,Paid
PAY01421,ORD01421,UPI,28511.82,Paid
PAY01422,ORD01422,Credit Card,14727.73,Paid
PAY01423,ORD01423,UPI,43697.82,Paid
PAY01424,ORD01424,Net Banking,24894.06,Paid
PAY01425,ORD01425,Debit Card,13855.47,Paid
PAY01426,ORD01426,UPI,98454.02,Paid
PAY01427,ORD01427,Credit Card,15275.05,Paid
PAY01428,ORD01428,Net Banking,78729.82,Paid
PAY01429,ORD01429,UPI,83245.12,Paid
PAY01430,ORD01430,Credit Card,38870.17,Paid
PAY01431,ORD01431,UPI,95389.85,Paid
PAY01432,ORD01432,Credit Card,24697.25,Paid
PAY01433,ORD01433,Net Banking,41085.63,Paid
PAY01434,ORD01434,Cash on Delivery,32849.92,Paid
PAY01435,ORD01435,Cash on Delivery,35133.89,Paid
PAY01436,ORD01436,UPI,147218.08,Paid
PAY01437,ORD01437,UPI,29979.21,Paid
PAY01438,ORD01438,UPI,15526.95,Paid
PAY01439,ORD01439,UPI,84662.67,Paid
PAY01440,ORD01440,Credit Card,99789.03,Paid
PAY01441,ORD01441,Debit Card,84328.1,Paid
PAY01442,ORD01442,Credit Card,39771.65,Paid
PAY01443,ORD01443,Net Banking,60297.92,Paid
PAY01444,ORD01444,Cash on Delivery,107272.83,Failed
PAY01445,ORD01445,UPI,34686.38,Paid
PAY01446,ORD01446,UPI,34595.45,Paid
PAY01447,ORD01447,UPI,7512.17,Paid
PAY01448,ORD01448,Credit Card,45016.86,Paid
PAY01449,ORD01449,Net Banking,70478.0,Paid
PAY01450,ORD01450,UPI,27813.09,Paid
PAY01451,ORD01451,Credit Card,99186.68,Paid
PAY01452,ORD01452,Net Banking,39756.56,Paid
PAY01453,ORD01453,UPI,6967.97,Paid
PAY01454,ORD01454,UPI,69880.46,Paid
PAY01455,ORD01455,Cash on Delivery,22608.41,Paid
PAY01456,ORD01456,Debit Card,92545.06,Paid
PAY01457,ORD01457,Credit Card,37102.11,Paid
PAY01458,ORD01458,Net Banking,151390.07,Paid
PAY01459,ORD01459,Credit Card,5873.3,Paid
PAY01460,ORD01460,Cash on Delivery,42719.3,Paid
PAY01461,ORD01461,UPI,51534.65,Paid
PAY01462,ORD01462,UPI,49131.58,Paid
PAY01463,ORD01463,Credit Card,108470.76,Paid
PAY01464,ORD01464,Credit Card,11966.39,Paid
PAY01465,ORD01465,Credit Card,62232.5,Paid
PAY01466,ORD01466,Cash on Delivery,58683.73,Paid
PAY01467,ORD01467,Cash on Delivery,67485.25,Paid
PAY01468,ORD01468,Net Banking,50954.13,Paid
PAY01469,ORD01469,Credit Card,70527.97,Paid
PAY01470,ORD01470,Cash on Delivery,25291.11,Paid
PAY01471,ORD01471,Net Banking,48203.65,Paid
PAY01472,ORD01472,UPI,35782.65,Paid
PAY01473,ORD01473,Credit Card,13190.39,Paid
PAY01474,ORD01474,Debit Card,30548.56,Paid
PAY01475,ORD01475,Credit Card,110204.87,Paid
PAY01476,ORD01476,UPI,2120.18,Paid
PAY01477,ORD01477,Debit Card,85644.87,Paid
PAY01478,ORD01478,UPI,69852.73,Paid
PAY01479,ORD01479,Credit Card,23912.19,Paid
PAY01480,ORD01480,Credit Card,99121.04,Paid
PAY01481,ORD01481,Debit Card,89076.81,Paid
PAY01482,ORD01482,Credit Card,7091.45,Paid
PAY01483,ORD01483,UPI,37467.09,Paid
PAY01484,ORD01484,Debit Card,32768.7,Paid
PAY01485,ORD01485,Net Banking,25424.68,Paid
PAY01486,ORD01486,UPI,30223.83,Paid
PAY01487,ORD01487,Net Banking,30894.07,Paid
PAY01488,ORD01488,UPI,44882.83,Paid
PAY01489,ORD01489,Net Banking,38459.35,Paid
PAY01490,ORD01490,Credit Card,51229.67,Paid
PAY01491,ORD01491,Credit Card,57093.74,Paid
PAY01492,ORD01492,Cash on Delivery,31659.41,Paid
PAY01493,ORD01493,Cash on Delivery,19035.26,Paid
PAY01494,ORD01494,Cash on Delivery,103864.3,Paid
PAY01495,ORD01495,Net Banking,20699.26,Paid
PAY01496,ORD01496,Credit Card,82678.96,Paid
PAY01497,ORD01497,Credit Card,33568.96,Paid
PAY01498,ORD01498,UPI,25598.72,Paid
PAY01499,ORD01499,UPI,30871.41,Paid
PAY01500,ORD01500,Cash on Delivery,20120.73,Paid
PAY01501,ORD01501,UPI,104314.53,Paid
PAY01502,ORD01502,Cash on Delivery,16886.88,Paid
PAY01503,ORD01503,UPI,79998.78,Paid
PAY01504,ORD01504,Credit Card,114743.25,Paid
PAY01505,ORD01505,Net Banking,40123.61,Paid
PAY01506,ORD01506,Debit Card,11748.41,Paid
PAY01507,ORD01507,Net Banking,78687.08,Paid
PAY01508,ORD01508,Cash on Delivery,68439.79,Paid
PAY01509,ORD01509,Debit Card,88818.92,Paid
PAY01510,ORD01510,Credit Card,3806.55,Paid
PAY01511,ORD01511,Credit Card,45002.47,Paid
PAY01512,ORD01512,Debit Card,10797.8,Paid
PAY01513,ORD01513,Debit Card,69671.54,Paid
PAY01514,ORD01514,Debit Card,12249.76,Paid
PAY01515,ORD01515,UPI,40861.25,Paid
PAY01516,ORD01516,Debit Card,217857.9,Paid
PAY01517,ORD01517,Debit Card,105043.44,Paid
PAY01518,ORD01518,Debit Card,35769.55,Paid
PAY01519,ORD01519,UPI,44954.3,Paid
PAY01520,ORD01520,Net Banking,25517.81,Paid
PAY01521,ORD01521,Debit Card,38172.43,Paid
PAY01522,ORD01522,Debit Card,25301.88,Paid
PAY01523,ORD01523,Debit Card,187346.63,Paid
PAY01524,ORD01524,Net Banking,99744.13,Paid
PAY01525,ORD01525,UPI,54421.78,Paid
PAY01526,ORD01526,Credit Card,9801.59,Paid
PAY01527,ORD01527,UPI,24174.88,Paid
PAY01528,ORD01528,UPI,164286.3,Paid
PAY01529,ORD01529,UPI,118969.8,Paid
PAY01530,ORD01530,Credit Card,34621.0,Paid
PAY01531,ORD01531,Credit Card,3104.94,Paid
PAY01532,ORD01532,UPI,36552.41,Paid
PAY01533,ORD01533,Credit Card,118505.34,Paid
PAY01534,ORD01534,UPI,89967.0,Paid
PAY01535,ORD01535,UPI,43258.79,Paid
PAY01536,ORD01536,UPI,17097.9,Paid
PAY01537,ORD01537,Credit Card,23025.57,Paid
PAY01538,ORD01538,UPI,21725.17,Paid
PAY01539,ORD01539,Credit Card,68932.57,Paid
PAY01540,ORD01540,Cash on Delivery,28557.1,Paid
PAY01541,ORD01541,UPI,108627.13,Paid
PAY01542,ORD01542,Cash on Delivery,42669.1,Paid
PAY01543,ORD01543,Credit Card,261062.88,Paid
PAY01544,ORD01544,UPI,96175.23,Paid
PAY01545,ORD01545,UPI,28111.81,Paid
PAY01546,ORD01546,Credit Card,118030.3,Paid
PAY01547,ORD01547,Credit Card,9793.64,Paid
PAY01548,ORD01548,Credit Card,115596.23,Failed
PAY01549,ORD01549,Cash on Delivery,108289.65,Paid
PAY01550,ORD01550,Net Banking,45373.76,Paid
PAY01551,ORD01551,UPI,39728.33,Paid
PAY01552,ORD01552,UPI,28563.21,Paid
PAY01553,ORD01553,Debit Card,10349.37,Paid
PAY01554,ORD01554,Credit Card,35721.96,Paid
PAY01555,ORD01555,Debit Card,14497.09,Paid
PAY01556,ORD01556,UPI,203473.03,Paid
PAY01557,ORD01557,Debit Card,26305.59,Paid
PAY01558,ORD01558,Credit Card,33326.24,Paid
PAY01559,ORD01559,Debit Card,10456.8,Paid
PAY01560,ORD01560,Cash on Delivery,51972.87,Paid
PAY01561,ORD01561,Credit Card,17914.91,Failed
PAY01562,ORD01562,Credit Card,29074.27,Paid
PAY01563,ORD01563,UPI,3996.74,Paid
PAY01564,ORD01564,UPI,122313.24,Failed
PAY01565,ORD01565,Debit Card,123467.43,Paid
PAY01566,ORD01566,UPI,24707.4,Paid
PAY01567,ORD01567,UPI,28876.25,Paid
PAY01568,ORD01568,UPI,75312.21,Paid
PAY01569,ORD01569,Credit Card,61441.17,Paid
PAY01570,ORD01570,Debit Card,126230.97,Paid
